pathogen,type,target,human.target,domestic.target,wild.target,livestock.target,companion.target,transmission,direct,indirect,vector,trophic,vector.id,fleas,ticks,mosquitoes,flies,vector.req,region,region.standard,n.america,s.america,europe,asia,africa,oceania,worldwide,environment.reservoir,domestic.reservoir,wild.reservoir,livestock.reservoir,companion.reservoir,reservoir.type,single,multiple,complex,taxon,mammal,environment.1,mollusk,arthropod,fish,amphibian,bird,annelid,helminth,reptile,orders,artiodactyla,carnivora,rodentia,perissodactyla,primates,cetacea,soricomorpha,chiroptera,cingulata,didelphimorphia,diprotodontia,erinaceomorpha,hyracoidea,lagomorpha,pilosa,cef,confidence,reservoir,species,MSW05_Order,MSW05_Family,MSW05_Genus,MSW05_Species,AdultMass_g,SexMat_d,Gest_d,IBI_d,LitterSize,Litters_Yr,BirthWt_g,Wean_d,WeanWt_g,MaxLong_m
Babesia microti,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,ticks,0,1,0,0,Y,Japan,AS,0,0,0,1,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,large Japanese field mice (Apodemus speciosus),Apodemus speciosus,Rodentia,Muridae,Apodemus,speciosus,43.75,78.6311304,26.32851081,35.4999494,4.47,2.870195219,3.089122999,25.7208734,15.12255828,63.6
Babesia vulpes,protozoa,dogs,0,1,0,0,1,"VB, DC",1,0,1,0,ticks,0,1,0,0,Y,Europe,EU,0,0,1,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C,medium,red foxes (Vulpes vulpes),Vulpes vulpes,Carnivora,Canidae,Vulpes,vulpes,4820.36,321.07,52.5,365,4.59,1,100.49,50.71,1487.48,180
Bacillus anthracis,bacteria,humans,1,0,0,0,0,"IC, DC",1,1,0,0,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,1,0,1,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Artiodactyla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"cattle (Bos taurus), sheep (Ovis aries), goats (Capra hircus)",Bos taurus,Artiodactyla,Bovidae,Bos,taurus,618642.42,755.15,280.48,365,1,1,38000,213.5115627,275000,240
Bacillus anthracis,bacteria,humans,1,0,0,0,0,"IC, DC",1,1,0,0,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,1,0,1,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Artiodactyla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"cattle (Bos taurus), sheep (Ovis aries), goats (Capra hircus)",Ovis aries,Artiodactyla,Bovidae,Ovis,aries,39097.89,831.62,152.54,365,1.19,1,2376.24,182.5,17500,230.04
Bacillus anthracis,bacteria,humans,1,0,0,0,0,"IC, DC",1,1,0,0,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,1,0,1,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Artiodactyla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"cattle (Bos taurus), sheep (Ovis aries), goats (Capra hircus)",Capra hircus,Artiodactyla,Bovidae,Capra,hircus,47386.47,498.97,156,365,1.45,1,2136.11,158.04,15163.69761,249.6
Balantidium coli,protozoa,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,1,0,1,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Artiodactyla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,high,pigs (Sus scrofa),Sus scrofa,Artiodactyla,Suidae,Sus,scrofa,84471.54,350.76,115.2,230,4.52,1.5,807.77,97.88,6469.99,252
Bartonella alsatica,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,fleas,1,0,0,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,1,1,1,1,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Lagomorpha,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,high,European rabbits (Oryctolagus cuniculus),Oryctolagus cuniculus,Lagomorpha,Leporidae,Oryctolagus,cuniculus,1590.57,185.61,30.45,29,5.24,4.5,39.11,26.3,211.06,216
Bartonella clarridgeiae,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,fleas,1,0,0,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,1,0,0,1,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,cats (Felis catus),Felis catus,Carnivora,Felidae,Felis,catus,2884.8,296.98,62.99,100,4,2,113,56,856.5147446,408
Bartonella elizabethae,bacteria,"humans, dogs",1,1,0,0,1,VB,0,0,1,0,fleas,1,0,0,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,U,high,"rats (Rattus norvegicus, Rattus rattus)",Rattus norvegicus,Rodentia,Muridae,Rattus,norvegicus,282.89,55.23,21.74,35,8.99,3.5,5.8,25.37,53.07,45.6
Bartonella elizabethae,bacteria,"humans, dogs",1,1,0,0,1,VB,0,0,1,0,fleas,1,0,0,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,U,high,"rats (Rattus norvegicus, Rattus rattus)",Rattus rattus,Rodentia,Muridae,Rattus,rattus,142.68,115.29,23.45,31.25,5.88,3.75,4.53,28,37.01,50.4
Bartonella grahamii,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,fleas,1,0,0,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,U,medium,"rodents (Apodemus spp., Microtus spp., Myodes spp.)",Apodemus spp.,Rodentia,Muridae,Apodemus,spp.,27.76990251,78.26515632,26.08386605,34.55376092,3.971572121,2.797536917,2.303275843,26.20079246,11.60583346,58.5424047
Bartonella grahamii,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,fleas,1,0,0,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,U,medium,"rodents (Apodemus spp., Microtus spp., Myodes spp.)",Microtus spp.,Rodentia,Cricetidae,Microtus,spp.,38.01811687,46.49947682,21.34354927,24.52586028,4.394054697,3.116836483,2.479464797,17.97377717,13.15092428,26.25773114
Bartonella grahamii,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,fleas,1,0,0,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,U,medium,"rodents (Apodemus spp., Microtus spp., Myodes spp.)",Myodes spp.,Rodentia,Cricetidae,Myodes,spp.,30.21783431,46.03584309,20.9710424,22.08400793,4.881614202,3.928718669,2.089189714,20.58099859,11.14968893,36.68486031
Bartonella henselae,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,fleas,1,0,0,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,1,0,0,1,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,D,high,cats (Felis catus),Felis catus,Carnivora,Felidae,Felis,catus,2884.8,296.98,62.99,100,4,2,113,56,856.5147446,408
Bartonella koehlerae,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,fleas,1,0,0,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,1,0,0,1,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,U,medium,cats (Felis catus),Felis catus,Carnivora,Felidae,Felis,catus,2884.8,296.98,62.99,100,4,2,113,56,856.5147446,408
Bartonella schoenbuchensis,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,"fleas, keds",1,0,0,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Artiodactyla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,medium,"roe deer (Capreolus capreolus), white-tailed deer (Odocoileus virginianus)",Capreolus capreolus,Artiodactyla,Cervidae,Capreolus,capreolus,22502.01,400.97,196,365,1.79,1,1208.55,79.75,8692.5,204
Bartonella schoenbuchensis,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,"fleas, keds",1,0,0,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Artiodactyla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,medium,"roe deer (Capreolus capreolus), white-tailed deer (Odocoileus virginianus)",Odocoileus virginianus,Artiodactyla,Cervidae,Odocoileus,virginianus,75901.25,365,201.39,304.16,1.57,1,2949.99,79.92,29985.81,276
Bartonella vinsonii arupensis,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,fleas,1,0,0,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,U,medium,deer mice (Peromyscus maniculatus),Peromyscus maniculatus,Rodentia,Cricetidae,Peromyscus,maniculatus,19.98,48.05,26.68,27.14,4.76,2.6,1.73,22.49,8.8,99.6
Bartonella vinsonii berkhoffii,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,fleas,1,0,0,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,1,1,0,1,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C,medium,"dogs (Canis lupus), coyotes (Canis latrans)",Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
Bartonella vinsonii berkhoffii,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,fleas,1,0,0,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,1,1,0,1,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,C,medium,"dogs (Canis lupus), coyotes (Canis latrans)",Canis latrans,Carnivora,Canidae,Canis,latrans,11989.1,372.9,61.74,365,5.72,1,200.01,43.71,1517,262
Baylisascaris procyonis,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,North America,NA,1,0,0,0,0,0,0,1,0,1,0,0,complex,0,0,1,"mammal, environment",1,1,0,0,0,0,0,0,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,high,environment + raccoons (Procyon lotor),Procyon lotor,Carnivora,Procyonidae,Procyon,lotor,6373.72,561.28,65,365,3.06,1,82.46,104.16,1095.44,252
Bayou virus,virus,humans,1,0,0,0,0,DC,1,0,0,0,none,0,0,0,0,NA,North America,NA,1,0,0,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,marsh rice rats (Oryzomys palustris),Oryzomys palustris,Rodentia,Cricetidae,Oryzomys,palustris,53.26,49.92,24.74,26.42037098,4.08,5.5,3.49,11.44,21.99,28.5
Bermejo virus,virus,humans,1,0,0,0,0,DC,1,0,0,0,none,0,0,0,0,NA,South America,SA,0,1,0,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,yellow pygmy rice rats (Oligoryzomys flavescens),Oligoryzomys flavescens,Rodentia,Cricetidae,Oligoryzomys,flavescens,21.3,36.99305434,22.92900982,24.16498771,4.95,3.937296189,2.001401811,18.08038837,10.26899045,33.84541068
Bertiella mucronata,helminth,humans,1,0,0,0,0,"VB, T",0,0,1,1,mites,0,0,0,0,Y,"South America, Caribbean","SA,NA",1,1,0,0,0,0,0,0,0,1,0,0,complex,0,0,1,"mammal, arthropod",1,0,0,1,0,0,0,0,0,0,Primates,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,medium,"oribatid mites (Order Oribatida) + monkeys (Callicebus spp., Alouatta spp.)",Callicebus spp.,Primates,Pitheciidae,Callicebus,spp.,1016.545465,1034.430246,146.5781609,372.9565672,1.02,1.019753129,63.98402017,113.5609564,360.5059894,269.3578068
Bertiella mucronata,helminth,humans,1,0,0,0,0,"VB, T",0,0,1,1,mites,0,0,0,0,Y,"South America, Caribbean","SA,NA",1,1,0,0,0,0,0,0,0,1,0,0,complex,0,0,1,"mammal, arthropod",1,0,0,1,0,0,0,0,0,0,Primates,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,medium,"oribatid mites (Order Oribatida) + monkeys (Callicebus spp., Alouatta spp.)",Alouatta spp.,Primates,Atelidae,Alouatta,spp. ,6235.40806,1339.499049,180.0822763,404.0026612,1.053475742,0.905537332,297.4890113,225.5970177,1309.011084,270.7565542
Bertiella studeri,helminth,humans,1,0,0,0,0,"VB, T",0,0,1,1,mites,0,0,0,0,Y,"Africa, Asia","AF,AS",0,0,0,1,1,0,0,0,0,1,0,0,complex,0,0,1,"mammal, arthropod",1,0,0,1,0,0,0,0,0,0,Primates,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,medium,"oribatid mites (Order Oribatida) + monkeys (Pan spp., Cercopithecus spp., Cynomologus spp., Macaca spp.)",Pan troglodytes,Primates,Hominidae,Pan,troglodytes,45000,3897.96,231.49,1825,1.05,0.2,1745.02,1260.81,8499.99,720
Bertiella studeri,helminth,humans,1,0,0,0,0,"VB, T",0,0,1,1,mites,0,0,0,0,Y,"Africa, Asia","AF,AS",0,0,0,1,1,0,0,0,0,1,0,0,complex,0,0,1,"mammal, arthropod",1,0,0,1,0,0,0,0,0,0,Primates,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,medium,"oribatid mites (Order Oribatida) + monkeys (Pan spp., Cercopithecus spp., Cynomologus spp., Macaca spp.)",Cercopithecus spp.,Primates,Cercopithecidae,Cercopithecus,spp.,3627.73,1636.787938,167.8551632,663.9626832,1.02,0.579403275,338.6498667,396.4571175,1464.29554,295.3336948
Bertiella studeri,helminth,humans,1,0,0,0,0,"VB, T",0,0,1,1,mites,0,0,0,0,Y,"Africa, Asia","AF,AS",0,0,0,1,1,0,0,0,0,1,0,0,complex,0,0,1,"mammal, arthropod",1,0,0,1,0,0,0,0,0,0,Primates,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,medium,"oribatid mites (Order Oribatida) + monkeys (Pan spp., Cercopithecus spp., Cynomologus spp., Macaca spp.)",Macaca spp.,Primates,Cercopithecidae,Macaca,spp.,6641.032757,1568.291319,167.7326497,461.8090048,1.01,0.8,428.2026283,288.6084482,1733.851527,360
Black Creek Canal virus,virus,humans,1,0,0,0,0,DC,1,0,0,0,none,0,0,0,0,NA,North America,NA,1,0,0,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,hispid cotton rats (Sigmodon hispidus),Sigmodon hispidus,Rodentia,Cricetidae,Sigmodon,hispidus,110.65,50.19,27,26.9511884,5.44,2,6.6,15.29,18.2,62.4
Bluetongue virus,virus,sheep,0,1,0,1,0,VB,0,0,1,0,midges,0,0,0,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,1,0,1,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Artiodactyla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,high,cattle (Bos taurus),Bos taurus,Artiodactyla,Bovidae,Bos,taurus,618642.42,755.15,280.48,365,1,1,38000,213.5115627,275000,240
Borrelia afzelii,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,ticks,0,1,0,0,Y,Europe,EU,0,0,1,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,"yellow-necked mice (Apodemus flavicollis), wood mice (Apodemus sylvaticus), bank voles (Myodes glareolus)",Apodemus flavicollis,Rodentia,Muridae,Apodemus,flavicollis,31.6,43.27,24.5,38.75,4.94,3,2.3,22,8.7,48
Borrelia afzelii,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,ticks,0,1,0,0,Y,Europe,EU,0,0,1,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,"yellow-necked mice (Apodemus flavicollis), wood mice (Apodemus sylvaticus), bank voles (Myodes glareolus)",Apodemus sylvaticus,Rodentia,Muridae,Apodemus,sylvaticus,21.9,57.93,23.68,41.28,5.16,3.75,1.5,19.36,8.999023629,52.8
Borrelia afzelii,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,ticks,0,1,0,0,Y,Europe,EU,0,0,1,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,"yellow-necked mice (Apodemus flavicollis), wood mice (Apodemus sylvaticus), bank voles (Myodes glareolus)",Myodes glareolus,Rodentia,Cricetidae,Myodes,glareolus,20.73,40.91,19.74,21.75,4.31,3.5,1.83,19.73,9.43,58.8
Borrelia bavariensis,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,ticks,0,1,0,0,Y,"Europe, Asia","EU,AS",0,0,1,1,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,field mice (Apodemus spp.),Apodemus spp.,Rodentia,Muridae,Apodemus,spp.,27.76990251,78.26515632,26.08386605,34.55376092,3.971572121,2.797536917,2.303275843,26.20079246,11.60583346,58.5424047
Borrelia bissettii,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,ticks,0,1,0,0,Y,"North America, Europe","NA,EU",1,0,1,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"rats (Rattus rattus), dusky-footed woodrats (Neotoma fuscipes), chipmunks (Tamias ochrogenys, Tamias senex)",Rattus rattus,Rodentia,Muridae,Rattus,rattus,142.68,115.29,23.45,31.25,5.88,3.75,4.53,28,37.01,50.4
Borrelia bissettii,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,ticks,0,1,0,0,Y,"North America, Europe","NA,EU",1,0,1,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"rats (Rattus rattus), dusky-footed woodrats (Neotoma fuscipes), chipmunks (Tamias ochrogenys, Tamias senex)",Neotoma fuscipes,Rodentia,Cricetidae,Neotoma,fuscipes,213.26,182.52,33.21,70.93006636,2.79,1.75,13.15,27.49,48.73611003,42.78252375
Borrelia bissettii,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,ticks,0,1,0,0,Y,"North America, Europe","NA,EU",1,0,1,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"rats (Rattus rattus), dusky-footed woodrats (Neotoma fuscipes), chipmunks (Tamias ochrogenys, Tamias senex)",Tamias ochrogenys,Rodentia,Sciuridae,Tamias,ochrogenys,91.69,312.0273357,31.4155021,137.4580842,3.5,1.517960718,3.84284705,46.75050801,39.19508039,100.4553629
Borrelia bissettii,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,ticks,0,1,0,0,Y,"North America, Europe","NA,EU",1,0,1,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"rats (Rattus rattus), dusky-footed woodrats (Neotoma fuscipes), chipmunks (Tamias ochrogenys, Tamias senex)",Tamias senex,Rodentia,Sciuridae,Tamias,senex,89.35,358.4606047,28.272,365,4.37,1,3.50670065,40.81316858,35.2124734,85.98473729
Borrelia burgdorferi sensu stricto,bacteria,"humans, dogs",1,1,0,0,1,VB,0,0,1,0,ticks,0,1,0,0,Y,eastern North America,NA,1,0,0,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,high,white-footed mice (Peromyscus leucopus),Peromyscus leucopus,Rodentia,Cricetidae,Peromyscus,leucopus,18.07,45.15,23.17,26.6,4.27,4.5,1.8,21.49,8.94,38
Borrelia burgdorferi sensu stricto,bacteria,"humans, dogs",1,1,0,0,1,VB,0,0,1,0,ticks,0,1,0,0,Y,western North America,NA,1,0,0,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"western gray squirrels (Sciurus griseus), dusky-footed woodrats (Neotoma fuscipes)",Sciurus griseus,Rodentia,Sciuridae,Sciurus,griseus,703.85,330.37,43.49,365,2.65,1,15.18381248,61,197.765793,120
Borrelia burgdorferi sensu stricto,bacteria,"humans, dogs",1,1,0,0,1,VB,0,0,1,0,ticks,0,1,0,0,Y,western North America,NA,1,0,0,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"western gray squirrels (Sciurus griseus), dusky-footed woodrats (Neotoma fuscipes)",Neotoma fuscipes,Rodentia,Cricetidae,Neotoma,fuscipes,213.26,182.52,33.21,70.93006636,2.79,1.75,13.15,27.49,48.73611003,42.78252375
Borrelia burgdorferi sensu stricto,bacteria,"humans, dogs",1,1,0,0,1,VB,0,0,1,0,ticks,0,1,0,0,Y,Europe,EU,0,0,1,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,"European red squirrels (Sciurus vulgaris), mice (Apodemus spp.), voles (Myodes spp.)",Sciurus vulgaris,Rodentia,Sciuridae,Sciurus,vulgaris,333,360.85,38,91.25,4.5,2,8.83,64.51,135.9607586,144
Borrelia burgdorferi sensu stricto,bacteria,"humans, dogs",1,1,0,0,1,VB,0,0,1,0,ticks,0,1,0,0,Y,Europe,EU,0,0,1,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,"European red squirrels (Sciurus vulgaris), mice (Apodemus spp.), voles (Myodes spp.)",Apodemus spp.,Rodentia,Muridae,Apodemus,spp.,27.76990251,78.26515632,26.08386605,34.55376092,3.971572121,2.797536917,2.303275843,26.20079246,11.60583346,58.5424047
Borrelia burgdorferi sensu stricto,bacteria,"humans, dogs",1,1,0,0,1,VB,0,0,1,0,ticks,0,1,0,0,Y,Europe,EU,0,0,1,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,"European red squirrels (Sciurus vulgaris), mice (Apodemus spp.), voles (Myodes spp.)",Myodes spp.,Rodentia,Cricetidae,Myodes,spp.,30.21783431,46.03584309,20.9710424,22.08400793,4.881614202,3.928718669,2.089189714,20.58099859,11.14968893,36.68486031
Borrelia hermsii,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,ticks,0,1,0,0,Y,western North America,NA,1,0,0,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"chipmunks (Tamias amoenus, Tamias quadrimaculatus, Tamias speciosus, Tamias senex)",Tamias amoenus,Rodentia,Sciuridae,Tamias,amoenus,50.63,350.01,30.46,365,4.99,1,2.62,41.99,19,62
Borrelia hermsii,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,ticks,0,1,0,0,Y,western North America,NA,1,0,0,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"chipmunks (Tamias amoenus, Tamias quadrimaculatus, Tamias speciosus, Tamias senex)",Tamias quadrimaculatus,Rodentia,Sciuridae,Tamias,quadrimaculatus,83.62,339,31.65,365,5.93,1,3.600392693,42.86743073,34.14699503,93.14822446
Borrelia hermsii,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,ticks,0,1,0,0,Y,western North America,NA,1,0,0,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"chipmunks (Tamias amoenus, Tamias quadrimaculatus, Tamias speciosus, Tamias senex)",Tamias speciosus,Rodentia,Sciuridae,Tamias,speciosus,60.83,365.04,29.54964912,365,4.14,1,3.161275108,41.42848543,26.20333565,88.95720514
Borrelia hermsii,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,ticks,0,1,0,0,Y,western North America,NA,1,0,0,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"chipmunks (Tamias amoenus, Tamias quadrimaculatus, Tamias speciosus, Tamias senex)",Tamias senex,Rodentia,Sciuridae,Tamias,senex,89.35,358.4606047,28.272,365,4.37,1,3.50670065,40.81316858,35.2124734,85.98473729
Borrelia miyamotoi,bacteria,humans,1,0,0,0,0,VB,0,0,1,0,ticks,0,1,0,0,Y,Asia,AS,0,0,0,1,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,small Japanese field mice (Apodemus argenteus),Apodemus argenteus,Rodentia,Muridae,Apodemus,argenteus,12.4,61,25.8392213,37.31293824,4.1,3.39208127,1.222479206,22.09382184,5.788974112,60
