Host,Endangered,Decreasing,DataDeficient,Citations,NVirion,NZoon,
callosciurus orestes,0,0,0,0,0,0,
callosciurus phayrei,0,0,0,0.301029996,0,0,
callosciurus prevostii,0,1,0,0.903089987,0.30103,0.30103,
callosciurus pygerythrus,0,0,0,0.301029996,0,0,
callosciurus quinquestriatus,0,0,0,0,0,0,
callospermophilus lateralis,0,0,0,1.146128036,0.7781513,0.7781513,
callospermophilus madrensis,0,0,0,0,0,0,
callospermophilus saturatus,0,0,0,0,0,0,
calomys boliviae,0,0,0,0,0,0,
calomys callidus,0,0,0,0.903089987,0.4771213,0.30103,
calomys callosus,0,0,0,2.045322979,0.7781513,0.69897,
calomys expulsus,0,0,0,0.77815125,0,0,
calomys fecundus,0,0,0,0,0.30103,0.30103,
calomys hummelincki,0,1,0,0.301029996,0,0,
calomys laucha,0,0,0,1.477121255,0.60206,0.60206,
calomys lepidus,0,0,0,0.301029996,0,0,
calomys musculinus,0,0,0,1.755874856,0.60206,0.4771213,
calomys sorellus,0,0,0,0.301029996,0,0,
calomys tener,0,0,0,1.041392685,0.4771213,0.30103,
calomys tocantinsi,0,0,0,0,0,0,
calomys venustus,0,0,0,0.301029996,0,0,
calomyscus bailwardi,0,0,0,0.301029996,0,0,
calomyscus baluchi,0,0,0,0,0,0,
calomyscus elburzensis,0,0,0,0.698970004,0,0,
calomyscus grandis,0,0,1,0,0,0,
calomyscus hotsoni,0,0,0,0.301029996,0,0,
calomyscus mystax,0,0,0,0.477121255,0,0,
calomyscus tsolovi,0,0,1,0,0,0,
calomyscus urartensis,0,0,0,0,0,0,
caloprymnus campestris,1,,0,0.301029996,0,0,
caluromys derbianus,0,1,0,1,0.4771213,0.4771213,
caluromys lanatus,0,1,0,0.77815125,0,0,
caluromys philander,0,1,0,1.322219295,0.84509804,0.7781513,
caluromysiops irrupta,0,1,0,0,0,0,
calyptophractus retusus,0,0,1,0.477121255,0,0,
camelus ferus,1,1,0,1.301029996,1.380211,1.255273,
canis adustus,0,0,0,1.278753601,0.90309,0.60206,
canis aureus,0,0,0,2.06069784,0.7781513,0.60206,
canis latrans,0,0,0,2.643452676,1.23045,1.079181,
canis lupaster,0,1,0,0.954242509,0,0,
canis lupus,0,0,0,3.11991541,1.95904,1.770852,
canis mesomelas,0,0,0,1.72427587,0.95542425,0.60206,
canis rufus,1,1,0,1.748188027,0,0,
canis simensis,1,1,0,1.431363764,0.69897,0.4771213,
cannomys badius,0,0,0,0.903089987,0,0,
cansumys canus,0,0,0,0,0,0,
caperea marginata,0,0,0,1.146128036,0,0,
capra aegagrus,0,0,0,2.11058971,1.97313,1.755875,
capra caucasica,1,1,0,0.301029996,0.30103,0.30103,
capra cylindricornis,0,0,0,0.301029996,0,0,
capra falconeri,0,0,0,1.113943352,0.30103,0.30103,
capra ibex,0,0,0,2.113943352,1.041393,0.60206,
capra nubiana,0,1,0,1.113943352,0.4771213,0.30103,
capra pyrenaica,0,0,0,2.11058971,0.30103,0,
capra sibirica,0,1,0,1,0.30103,0.30103,
capra walie,0,0,0,0.301029996,0,0,
capreolus capreolus,0,0,0,2.862727528,1.49136,1.146128,
capreolus pygargus,0,1,0,1.612783857,0,0,
capricornis crispus,0,0,0,1.919078092,0.60206,0.60206,
capricornis rubidus,0,1,0,0.477121255,0,0,
capricornis sumatraensis,0,1,0,1.041392685,0.30103,0.30103,
capricornis swinhoei,0,0,0,0.84509804,0,0,
caprolagus hispidus,1,1,0,0.301029996,0,0,
capromys pilorides,0,0,0,0.301029996,0,0,
caracal aurata,0,1,0,0,0,0,
caracal caracal,0,0,0,1.397940009,0.30103,0.4771213,
cardiocranius paradoxus,0,0,1,0,0,0,
cardioderma cor,0,0,0,0.602059991,0.30103,0,
carlito syrichta,0,1,0,0.77815125,0,0,
carollia benkeithi,0,0,0,0,0,0,
carollia brevicauda,0,0,0,1.301029996,0.60206,0.60206,
carollia castanea,0,0,0,0.698970004,0,0,
carollia manu,0,0,0,0.301029996,0,0,
carollia monohernandezi,0,0,1,0,0,0,
carollia perspicillata,0,0,0,2.309630167,1.3222193,1.255273,
carollia sowelli,0,0,0,0.954242509,0.4771213,0.4771213,
carollia subrufa,0,0,0,0,0.30103,0.30103,
carpitalpa arendsi,0,0,0,0.301029996,0,0,
carpomys melanurus,0,0,1,0,0,0,
carpomys phaeurus,0,0,0,0,0,0,
carterodon sulcidens,0,0,1,0.301029996,0,0,
caryomys eva,0,0,0,0,0.30103,0,
caryomys inez,0,0,0,0.301029996,0,0,
casinycteris argynnis,0,0,0,0.602059991,0,0,
casinycteris campomaanensis,0,0,1,0.301029996,0,0,
castor canadensis,0,0,0,2.164352856,0.60206,0.4771213,
castor fiber,0,0,0,2.167317335,0.30103,0.30103,
catagonus wagneri,1,1,0,1.204119983,0,0,
catopuma badia,1,1,0,0.301029996,0,0,
catopuma temminckii,0,1,0,1,0,0,
cavia aperea,0,0,0,1.995635195,0,0,
cavia fulgida,0,0,0,0,0,0,
cavia intermedia,1,1,0,0,0,0,
cavia magna,0,0,0,0.301029996,0,0,
cavia patzelti,0,0,1,0,0,0,
cavia tschudii,0,0,0,0.602059991,0,0,
cebuella niveiventris,0,1,0,0,0,0,
cebuella pygmaea,0,1,0,1.707570176,0.4771213,0.4771213,
cebus aequatorialis,1,1,0,0.301029996,0,0,
cebus albifrons,0,1,0,2.004321374,0.30103,0,
cebus brunneus,0,0,0,0,0,0,
cebus capucinus,0,1,0,2.243038049,0.30103,0.30103,
cebus castaneus,0,0,0,0,0,0,
cebus cesarae,1,1,0,0,0,0,
cebus cuscinus,0,1,0,0,0,0,
cebus imitator,0,1,0,1.113943352,0.60206,0.60206,
cebus kaapori,1,1,0,0.301029996,0,0,
cebus leucocephalus,0,1,0,0,0,0,
cebus malitiosus,1,1,0,0,0,0,
cebus olivaceus,0,0,0,1.230448921,0.30103,0.30103,
cebus unicolor,0,1,0,0,0,0,
cebus versicolor,1,1,0,0.477121255,0,0,
cebus yuracus,0,1,0,0,0,0,
centronycteris centralis,0,0,0,0.301029996,0,0,
centronycteris maximiliani,0,0,0,0.602059991,0,0,
centurio senex,0,0,0,0.301029996,0,0,
cephalopachus bancanus,0,1,0,0.698970004,0,0,
cephalophus adersi,0,1,0,0,0,0,
cephalophus callipygus,0,1,0,0.301029996,0.30103,0.30103,
cephalophus dorsalis,0,1,0,1.041392685,0.60206,0.30103,
cephalophus harveyi,0,1,0,0,0,0,
cephalophus jentinki,1,1,0,0.301029996,0,0,
cephalophus leucogaster,0,1,0,0.477121255,0.60206,0.30103,
cephalophus natalensis,0,1,0,0.954242509,0,0,
cephalophus niger,0,1,0,0.602059991,0.30103,0,
cephalophus nigrifrons,0,1,0,0.602059991,0.4771213,0,
cephalophus ogilbyi,0,1,0,0.301029996,0,0,
cephalophus rufilatus,0,1,0,0.301029996,0.4771213,0,
cephalophus silvicultor,0,1,0,0,0.30103,0,
cephalophus spadix,1,1,0,0,0,0,
cephalophus weynsi,0,1,0,0.301029996,0.4771213,0,
cephalophus zebra,0,1,0,0,0.30103,0,
cephalorhynchus commersonii,0,0,0,1.113943352,0,0,
cephalorhynchus eutropia,0,1,0,0.954242509,0,0,
cephalorhynchus heavisidii,0,0,0,0.77815125,0,0,
cephalorhynchus hectori,1,1,0,1.079181246,0,0,
ceratotherium simum,0,1,0,2.361727836,1.1760913,0.95542425,
cercartetus caudatus,0,0,0,0.301029996,0,0,
cercartetus concinnus,0,0,0,0.477121255,0,0,
cercartetus lepidus,0,0,0,0,0,0,
cercartetus nanus,0,1,0,1,0,0,
cercocebus agilis,0,1,0,1.041392685,0.69897,0.69897,
cercocebus atys,0,1,0,2.5132176,0.90309,0.84509804,
cercocebus chrysogaster,1,1,0,0,0.4771213,0.30103,
cercocebus galeritus,1,1,0,1.204119983,0.4771213,0.4771213,
cercocebus lunulatus,1,1,0,0,0,0,
cercocebus sanjei,1,1,0,0.903089987,0,0,
cercocebus torquatus,1,1,0,1.86923172,0.60206,0.60206,
cercopithecus ascanius,0,1,0,1.740362689,1.380211,1.342423,
cercopithecus campbelli,0,1,0,1.380211242,0.30103,0.30103,
cercopithecus cephus,0,0,0,1.414973348,0.84509804,0.84509804,
cercopithecus denti,0,1,0,0.301029996,0.7781513,0.7781513,
cercopithecus diana,1,1,0,1.477121255,0.60206,0.60206,
cercopithecus dryas,1,0,0,0.77815125,0.30103,0.30103,
cercopithecus erythrogaster,1,1,0,0.477121255,0.30103,0.30103,
cercopithecus erythrotis,0,1,0,0.77815125,0.60206,0.4771213,
cercopithecus hamlyni,0,1,0,0,0.69897,0.69897,
cercopithecus lomamiensis,0,1,0,0.477121255,0.30103,0.30103,
cercopithecus lowei,0,1,0,0,0,0,
cercopithecus mitis,0,1,0,1.919078092,0.95542425,0.95542425,
cercopithecus mona,0,1,0,1.414973348,0.90309,0.90309,
cercopithecus neglectus,0,0,0,1.462397998,0.90309,0.84509804,
cercopithecus nictitans,0,1,0,1.591064607,1.079181,1.041393,
cercopithecus petaurista,0,1,0,0.602059991,0.30103,0.30103,
cercopithecus pogonias,0,1,0,0.903089987,0.69897,0.69897,
cercopithecus roloway,1,1,0,0.477121255,0.30103,0.30103,
cercopithecus sclateri,1,1,0,0.602059991,0.30103,0.30103,
cercopithecus wolfi,0,1,0,0.698970004,0.84509804,0.84509804,
cerdocyon thous,0,0,0,2.184691431,0.84509804,0.4771213,
cerradomys maracajuensis,0,0,0,0.301029996,0,0,
cerradomys marinhus,0,0,0,0,0,0,
cerradomys scotti,0,0,0,0,0,0,
cerradomys subflavus,0,1,0,0.84509804,0,0,
cervus albirostris,0,0,0,0.903089987,0,0,
cervus canadensis,0,0,0,2.146128036,0.4771213,0,
cervus elaphus,0,0,0,3.254789687,1.69897,1.380211,
cervus hanglu,0,0,0,0.301029996,0,0,
cervus nippon,0,0,0,2.64738297,1.079181,0.7781513,
chacodelphys formosa,0,1,0,0,0,0,
chaerephon aloysiisabaudiae,0,1,0,0,0,0,
chaerephon ansorgei,0,0,0,0,0,0,
chaerephon atsinanana,0,0,0,0,0,0,
chaerephon bemmeleni,0,0,0,0,0,0,
chaerephon bivittatus,0,0,0,0.301029996,0,0,
chaerephon bregullae,1,1,0,0,0,0,
chaerephon chapini,0,0,0,0,0,0,
chaerephon gallagheri,0,0,1,0,0,0,
chaerephon jobensis,0,0,0,0,0,0,
chaerephon jobimena,0,0,0,0.301029996,0,0,
chaerephon johorensis,0,1,0,0,0,0,
chaerephon major,0,0,0,0,0,0,
chaerephon nigeriae,0,0,0,0.301029996,0,0,
chaerephon plicatus,0,0,0,0.602059991,0.60206,0.60206,
chaerephon pumilus,0,0,0,0.77815125,0.90309,0.69897,
chaerephon russatus,0,0,1,0,0,0,
chaerephon solomonis,1,1,0,0,0,0,
chaerephon tomensis,1,1,0,0,0,0,
chaeropus ecaudatus,1,,0,0.477121255,0,0,
chaetocauda sichuanensis,0,0,1,0,0,0,
chaetodipus ammophilus,0,1,0,0,0,0,
chaetodipus arenarius,0,0,0,0.477121255,0,0,
chaetodipus artus,0,0,0,0,0,0,
chaetodipus baileyi,0,0,0,0.698970004,0,0,
chaetodipus californicus,0,0,0,0.477121255,0,0,
chaetodipus eremicus,0,0,0,0.301029996,0,0,
chaetodipus fallax,0,0,0,0.477121255,0,0,
chaetodipus formosus,0,0,0,0.301029996,0,0,
chaetodipus goldmani,0,1,0,0,0,0,
chaetodipus hispidus,0,0,0,0.903089987,0.30103,0.30103,
chaetodipus intermedius,0,0,0,0.84509804,0,0,
chaetodipus lineatus,0,0,1,0,0,0,
chaetodipus nelsoni,0,0,0,0.477121255,0,0,
chaetodipus penicillatus,0,0,0,0.77815125,0,0,
chaetodipus pernix,0,0,0,0,0,0,
chaetodipus rudinoris,0,0,0,0.301029996,0,0,
chaetodipus siccus,0,0,0,0,0,0,
chaetodipus spinatus,0,0,0,0.477121255,0.30103,0.30103,
chaetomys subspinosus,0,1,0,1,0,0,
chaetophractus vellerosus,0,0,0,1.361727836,0.30103,0.30103,
chaetophractus villosus,0,0,0,1.792391689,0,0,
chalinolobus dwyeri,0,1,0,0,0,0,
chalinolobus gouldii,0,0,0,1.204119983,0,0,
chalinolobus morio,0,0,0,0.477121255,0,0,
chalinolobus neocaledonicus,1,1,0,0.301029996,0,0,
chalinolobus nigrogriseus,0,0,0,0.301029996,0,0,
chalinolobus picatus,0,1,0,0,0,0,
chalinolobus tuberculatus,1,1,0,0.698970004,0,0,
cheirogaleus andysabini,1,1,0,0,0,0,
cheirogaleus crossleyi,0,1,0,0.698970004,0,0,
cheirogaleus grovesi,0,1,1,0,0,0,
cheirogaleus lavasoensis,1,1,0,0,0,0,
cheirogaleus major,0,1,0,1.041392685,0,0,
cheirogaleus medius,0,1,0,1.72427587,0,0,
cheirogaleus shethi,1,1,0,0.301029996,0,0,
cheirogaleus sibreei,1,1,0,0.477121255,0,0,
cheirogaleus thomasi,1,1,0,0,0,0,
cheiromeles parvidens,0,0,0,0,0,0,
cheiromeles torquatus,0,0,0,0.602059991,0,0,
chelemys macronyx,0,0,0,0,0,0,
chelemys megalonyx,0,1,0,0,0,0,
cheracebus lucifer,0,0,0,0.301029996,0,0,
cheracebus lugens,0,0,0,0,0,0,
cheracebus medemi,0,1,0,0,0,0,
cheracebus purinus,0,0,0,0,0,0,
cheracebus regulus,0,0,0,0,0,0,
cheracebus torquatus,0,0,0,0,0,0,
chibchanomys orcesi,0,0,1,0,0,0,
chibchanomys trichotis,0,0,1,0,0,0,
chilomys instans,0,0,0,0,0,0,
chilonatalus macer,0,0,1,0,0,0,
chilonatalus micropus,0,1,0,0,0,0,
chilonatalus tumidifrons,0,0,0,0,0,0,
chimarrogale hantu,0,1,0,0,0,0,
chimarrogale himalayica,0,0,0,0.602059991,0,0,
chimarrogale phaeura,1,1,0,0.301029996,0,0,
chimarrogale platycephalus,0,1,0,0.301029996,0,0,
chimarrogale styani,0,0,0,0.301029996,0,0,
chimarrogale sumatrana,0,0,1,0,0,0,
chinchilla chinchilla,1,1,0,2.021189299,0,0,
chinchilla lanigera,1,1,0,2.10720997,0.4771213,0.4771213,
chinchillula sahamae,0,0,0,0,0,0,
chionomys gud,0,0,0,0.301029996,0,0,
chionomys nivalis,0,0,0,1.278753601,0,0,
chionomys roberti,0,0,0,0.477121255,0.30103,0.30103,
chiroderma doriae,0,0,0,0.301029996,0,0,
chiroderma improvisum,1,0,0,0.301029996,0,0,
chiroderma salvini,0,0,0,0,0,0,
chiroderma trinitatum,0,0,0,0.301029996,0,0,
chiroderma villosum,0,0,0,0.77815125,0,0,
chiroderma vizottoi,0,0,1,0.301029996,0,0,
chiromyscus chiropus,0,0,0,0,0,0,
chironax melanocephalus,0,1,0,0,0,0,
chironectes minimus,0,1,0,0.698970004,0.30103,0.30103,
chiropodomys calamianensis,0,0,1,0,0,0,
chiropodomys gliroides,0,0,0,0.301029996,0,0,
chiropodomys karlkoopmani,0,1,0,0,0,0,
chiropodomys major,0,0,0,0,0,0,
chiropodomys muroides,0,0,1,0,0,0,
chiropodomys pusillus,0,0,1,0,0,0,
chiropotes albinasus,0,1,0,0.301029996,0,0,
chiropotes chiropotes,0,0,0,0.301029996,0,0,
chiropotes sagulatus,0,0,0,0.77815125,0,0,
chiropotes satanas,1,1,0,1.431363764,0,0,
chiropotes utahickae,0,1,0,0.477121255,0,0,
chiruromys forbesi,0,0,0,0,0,0,
chiruromys lamia,0,0,0,0,0,0,
chiruromys vates,0,0,0,0.301029996,0,0,
chlamyphorus truncatus,0,0,1,0.903089987,0,0,
chlorocebus aethiops,0,0,0,4.605132587,1.89763,1.716003,
chlorocebus cynosuros,0,0,0,0.602059991,0.4771213,0.4771213,
chlorocebus djamdjamensis,0,1,0,0.903089987,0,0,
chlorocebus pygerythrus,0,1,0,1.86332286,1.44716,1.30103,
chlorocebus sabaeus,0,1,0,1.799340549,1.146128,1.146128,
chlorocebus tantalus,0,0,0,0.698970004,0.60206,0.60206,
chlorotalpa duthieae,0,0,0,0,0,0,
chlorotalpa sclateri,0,0,0,0,0,0,
chodsigoa caovansunga,0,0,1,0.301029996,0.30103,0.30103,
chodsigoa hypsibia,0,0,0,0,0,0,
chodsigoa lamula,0,0,0,0,0,0,
chodsigoa parca,0,0,0,0,0,0,
chodsigoa parva,0,0,1,0.301029996,0,0,
chodsigoa salenskii,0,0,1,0,0,0,
chodsigoa smithii,0,1,0,0.301029996,0,0,
chodsigoa sodalis,0,0,1,0,0,0,
choeroniscus godmani,0,0,0,0.477121255,0,0,
choeroniscus minor,0,0,0,0.301029996,0,0,
choeroniscus periosus,0,0,0,0,0,0,
choeronycteris mexicana,0,0,0,1.041392685,0,0,
choeropsis liberiensis,1,1,0,1.361727836,0.4771213,0.4771213,
choloepus didactylus,0,0,0,1.69019608,0.7781513,0.69897,
choloepus hoffmanni,0,0,0,1.857332496,0.95542425,0.90309,
chrotogale owstoni,1,1,0,0,0.30103,0.30103,
chrotomys gonzalesi,0,1,0,0,0,0,
chrotomys mindorensis,0,0,0,0.301029996,0,0,
chrotomys sibuyanensis,0,0,1,0,0,0,
chrotomys silaceus,0,0,0,0,0,0,
chrotomys whiteheadi,0,0,0,0.301029996,0,0,
chrotopterus auritus,0,0,0,0.903089987,0.30103,0.30103,
chrysochloris asiatica,0,0,0,1.176091259,0,0,
chrysochloris stuhlmanni,0,0,0,0.301029996,0,0,
chrysochloris visagiei,0,0,1,0,0,0,
chrysocyon brachyurus,0,0,0,2.064457989,0.7781513,0.4771213,
chrysospalax trevelyani,1,1,0,0.301029996,0,0,
chrysospalax villosus,0,0,0,0,0,0,
cistugo lesueuri,0,1,0,0.301029996,0,0,
cistugo seabrae,0,0,0,0,0,0,
civettictis civetta,0,0,0,1.204119983,0.60206,0.30103,
cloeotis percivali,0,0,0,0,0,0,
clyomys laticeps,0,0,0,0.903089987,0,0,
coccymys kirrhos,0,0,1,0,0,0,
coccymys ruemmleri,0,0,0,0,0,0,
coccymys shawmayeri,0,0,0,0,0,0,
coelops frithii,0,1,0,0.301029996,0,0,
coelops robinsoni,0,1,0,0,0,0,
coendou baturitensis,0,0,1,0,0,0,
coendou bicolor,0,0,0,0,0,0,
coendou ichillus,0,0,1,0,0,0,
coendou insidiosus,0,0,0,0.477121255,0,0,
coendou melanurus,0,0,0,0.301029996,0.30103,0.30103,
coendou mexicanus,0,0,0,0.301029996,0.30103,0.30103,
coendou nycthemera,0,0,1,0,0,0,
coendou prehensilis,0,0,0,1.230448921,0.30103,0.30103,
coendou pruinosus,0,0,0,0,0,0,
coendou quichua,0,1,1,0.301029996,0,0,
coendou roosmalenorum,0,0,1,0,0,0,
coendou rufescens,0,0,0,0,0,0,
coendou speratus,1,1,0,0.301029996,0,0,
coendou spinosus,0,0,0,0,0,0,
coendou vestitus,0,1,1,0,0,0,
coleura afra,0,0,0,0.698970004,0.4771213,0,
coleura kibomalandy,0,0,1,0,0,0,
coleura seychellensis,1,1,0,0,0,0,
colobus angolensis,0,1,0,1.505149978,0.60206,0.60206,
colobus caudatus,0,1,0,0,0,0,
colobus guereza,0,1,0,2.012837225,1.1139434,1.079181,
colobus polykomos,1,1,0,1.51851394,0.60206,0.60206,
colobus satanas,0,1,0,0.84509804,0,0,
colobus vellerosus,1,1,0,1.361727836,0,0,
colomys goslingi,0,0,0,0.301029996,0,0,
condylura cristata,0,0,0,1.414973348,0,0,
conepatus chinga,0,1,0,1.322219295,0,0,
conepatus humboldtii,0,0,0,0,0,0,
conepatus leuconotus,0,1,0,0.77815125,0.30103,0,
conepatus semistriatus,0,0,0,0.903089987,0,0,
congosorex phillipsorum,1,1,0,0,0,0,
congosorex polli,0,0,1,0,0,0,
congosorex verheyeni,0,0,0,0,0,0,
conilurus albipes,1,,0,0.301029996,0,0,
conilurus capricornensis,1,,0,0,0,0,
conilurus penicillatus,0,1,0,0.602059991,0,0,
connochaetes gnou,0,0,0,1.505149978,0.84509804,0.4771213,
connochaetes taurinus,0,0,0,2.008600172,1.20412,0.69897,
cormura brevirostris,0,0,0,0.602059991,0,0,
corynorhinus mexicanus,0,1,0,0.77815125,0,0,
corynorhinus rafinesquii,0,0,0,0.954242509,0.30103,0,
corynorhinus townsendii,0,0,0,1,0.30103,0.30103,
coryphomys buehleri,1,,0,0,0,0,
craseonycteris thonglongyai,0,1,1,0.301029996,0,0,
crateromys australis,0,0,0,0,0,0,
crateromys heaneyi,1,1,0,0,0,0,
crateromys paulus,0,0,1,0,0,0,
crateromys schadenbergi,1,1,0,0,0,0,
cratogeomys castanops,0,0,0,0,0,0,
cratogeomys fulvescens,0,0,0,0,0,0,
cratogeomys fumosus,0,0,0,0,0,0,
cratogeomys goldmani,0,0,0,0,0,0,
cratogeomys merriami,0,0,0,0.301029996,0,0,
cratogeomys perotensis,0,0,0,0,0,0,
cratogeomys planiceps,0,0,0,0.301029996,0,0,
cremnomys cutchicus,0,0,0,0.301029996,0,0,
cremnomys elvira,1,1,0,0,0,0,
cricetomys ansorgei,0,0,0,0.84509804,0.30103,0.30103,
cricetomys emini,0,0,0,0.698970004,0.60206,0.30103,
cricetomys gambianus,0,0,0,2.068185862,0.84509804,0.7781513,
cricetulus alticola,0,0,0,0,0,0,
cricetulus barabensis,0,0,0,1.672097858,0.60206,0.60206,
cricetulus kamensis,0,0,0,0.698970004,0,0,
cricetulus lama,0,0,0,0,0,0,
cricetulus longicaudatus,0,0,0,0.698970004,0.4771213,0.30103,
cricetulus migratorius,0,0,0,1.716003344,0.60206,0.4771213,
cricetulus sokolovi,0,0,0,0.301029996,0,0,
cricetulus tibetanus,0,0,0,0,0,0,
cricetus cricetus,1,1,0,2.274157849,0.60206,0.4771213,
crocidura absconditus,0,0,1,0,0,0,
crocidura afeworkbekelei,0,0,1,0,0,0,
crocidura aleksandrisi,0,0,0,0,0,0,
crocidura allex,0,1,0,0,0,0,
crocidura andamanensis,1,1,0,0,0,0,
crocidura annamitensis,0,0,1,0,0,0,
crocidura ansellorum,1,1,0,0,0,0,
crocidura arabica,0,0,0,0,0,0,
crocidura arispa,0,0,0,0,0,0,
crocidura armenica,0,0,1,0,0,0,
crocidura attenuata,0,0,0,0.903089987,0,0,
crocidura attila,0,0,0,0,0,0,
crocidura baileyi,0,1,0,0,0,0,
crocidura baluensis,0,0,0,0,0,0,
crocidura batakorum,0,0,1,0,0,0,
crocidura batesi,0,0,0,0,0,0,
crocidura beatus,0,1,0,0,0,0,
crocidura beccarii,0,1,0,0,0,0,
crocidura bottegi,0,0,1,0,0,0,
crocidura bottegoides,1,1,0,0,0,0,
crocidura brunnea,0,0,0,0,0,0,
crocidura buettikoferi,0,1,0,0.301029996,0,0,
crocidura caliginea,0,0,0,0,0,0,
crocidura canariensis,1,1,0,0.301029996,0,0,
crocidura caspica,0,0,1,0,0,0,
crocidura cinderella,0,0,0,0,0,0,
crocidura congobelgica,0,0,0,0,0,0,
crocidura cranbrooki,0,0,1,0,0,0,
crocidura crenata,0,0,0,0,0,0,
crocidura crossei,0,0,0,0,0,0,
crocidura cyanea,0,0,0,0.602059991,0,0,
crocidura denti,0,0,0,0.301029996,0,0,
crocidura desperata,0,1,0,0,0,0,
crocidura dhofarensis,0,0,1,0,0,0,
crocidura dolichura,0,0,0,0,0,0,
crocidura douceti,0,0,0,0.301029996,0.30103,0,
crocidura dsinezumi,0,0,0,0.84509804,0,0,
crocidura eburnea,0,0,0,0,0,0,
crocidura eisentrauti,0,0,0,0,0,0,
crocidura elgonius,0,1,0,0,0,0,
crocidura elongata,0,1,0,0.301029996,0,0,
crocidura erica,0,0,1,0,0,0,
crocidura fingui,0,0,1,0,0,0,
crocidura fischeri,0,0,1,0,0,0,
crocidura flavescens,0,0,0,0.301029996,0.30103,0.30103,
crocidura floweri,0,0,1,0,0,0,
crocidura foetida,0,0,0,0,0,0,
crocidura foxi,0,0,0,0.301029996,0,0,
crocidura fuliginosa,0,0,0,0.301029996,0,0,
crocidura fulvastra,0,0,0,0.301029996,0,0,
crocidura fumosa,0,1,0,0,0,0,
crocidura fuscomurina,0,0,0,0,0,0,
crocidura gathornei,0,0,1,0,0,0,
crocidura glassi,0,1,0,0,0,0,
crocidura gmelini,0,0,0,0,0,0,
crocidura goliath,0,0,0,0.301029996,0,0,
crocidura gracilipes,0,0,1,0,0,0,
crocidura grandiceps,0,0,0,0,0.30103,0.30103,
crocidura grandis,0,0,1,0,0,0,
crocidura grassei,0,0,0,0,0,0,
crocidura grayi,0,0,0,0.301029996,0,0,
crocidura greenwoodi,0,0,0,0,0,0,
crocidura guy,0,0,1,0,0,0,
crocidura harenna,1,1,0,0,0,0,
crocidura hikmiya,1,1,0,0,0,0,
crocidura hildegardeae,0,0,0,0,0,0,
crocidura hilliana,0,0,1,0,0,0,
crocidura hirta,0,0,0,0.477121255,0.60206,0.30103,
crocidura hispida,0,0,0,0,0,0,
crocidura horsfieldii,0,0,1,0.301029996,0,0,
crocidura hutanis,0,0,0,0,0,0,
crocidura indochinensis,0,0,0,0,0,0,
crocidura jacksoni,0,0,0,0,0,0,
crocidura jenkinsi,1,1,0,0,0,0,
crocidura jouvenetae,0,0,0,0.301029996,0,0,
crocidura katinka,0,0,1,0,0,0,
crocidura kivuana,0,0,0,0,0,0,
crocidura lamottei,0,0,0,0,0,0,
crocidura lanosa,0,1,0,0,0,0,
crocidura lasiura,0,0,0,1.602059991,0.69897,0.60206,
crocidura latona,0,0,0,0,0,0,
crocidura lea,0,0,0,0,0,0,
crocidura lepidura,0,0,0,0,0,0,
crocidura leucodon,0,0,0,1.397940009,0.30103,0.30103,
crocidura levicula,0,0,0,0,0,0,
crocidura littoralis,0,0,1,0,0,0,
crocidura longipes,0,0,0,0,0,0,
crocidura lucina,0,0,0,0,0,0,
crocidura ludia,0,0,0,0,0,0,
crocidura luna,0,0,0,0,0.30103,0.30103,
crocidura lusitania,0,0,0,0,0,0,
crocidura lwiroensis,0,0,1,0,0,0,
crocidura macarthuri,0,0,0,0,0,0,
crocidura macmillani,0,0,0,0,0,0,
crocidura macowi,0,0,1,0,0,0,
crocidura malayana,0,0,0,0,0,0,
crocidura manengubae,0,1,0,0,0,0,
crocidura maquassiensis,0,0,0,0,0,0,
crocidura mariquensis,0,0,0,0,0,0,
crocidura maurisca,0,0,0,0,0,0,
crocidura maxi,0,0,0,0,0,0,
crocidura mdumai,1,0,0,0,0,0,
crocidura mindorus,0,0,1,0,0,0,
crocidura miya,1,1,0,0,0,0,
crocidura monax,0,0,1,0,0,0,
crocidura monticola,0,0,0,0.301029996,0,0,
crocidura montis,0,0,0,0,0,0,
crocidura munissii,0,0,0,0,0,0,
crocidura muricauda,0,0,0,0,0,0,
crocidura musseri,0,0,1,0,0,0,
crocidura mutesae,0,0,1,0,0,0,
crocidura nana,0,0,1,0,0,0,
crocidura nanilla,0,0,0,0,0,0,
crocidura negligens,0,0,0,0,0,0,
crocidura negrina,1,1,0,0,0,0,
crocidura newmarki,0,0,0,0.301029996,0,0,
crocidura nicobarica,1,1,0,0,0,0,
crocidura nigeriae,0,0,0,0,0,0,
crocidura nigricans,0,0,0,0,0,0,
crocidura nigripes,0,0,0,0.301029996,0,0,
crocidura nigrofusca,0,0,0,0,0,0,
crocidura nimbae,0,1,0,0,0,0,
crocidura nimbasilvanus,0,0,0,0,0,0,
crocidura ninoyi,0,0,1,0,0,0,
crocidura niobe,0,0,0,0,0,0,
crocidura obscurior,0,0,0,0.301029996,0,0,
crocidura olivieri,0,0,0,1.079181246,0.69897,0.60206,
crocidura orientalis,0,0,0,0,0,0,
crocidura orii,1,1,0,0,0,0,
crocidura pachyura,0,0,0,0,0,0,
crocidura palawanensis,0,0,0,0,0,0,
crocidura panayensis,0,0,1,0,0,0,
crocidura paradoxura,0,1,0,0,0,0,
crocidura parvipes,0,0,0,0,0,0,
